"site","year","date","PG_count","burrow_name","burrow_count","burrow_visits_day","burrow_visit","Gunnel","Sculpin","Other","tot_prey","week_year","week_study","intern_data"
"Lake Hancock","2013",2013-07-17,75,"10",10,15,0,0,0,1,1,29,8,""
"Lake Hancock","2013",2013-07-22,74,"8",19,66,7,0,0,0,0,30,9,""
"Lake Hancock","2013",2013-07-22,74,"7",19,66,2,0,1,0,1,30,9,""
"Lake Hancock","2013",2013-07-22,74,"5",19,66,5,0,0,0,0,30,9,""
"Lake Hancock","2013",2013-07-22,74,"12",19,66,7,0,0,0,0,30,9,""
"Lake Hancock","2013",2013-07-22,74,"13",19,66,3,0,0,0,0,30,9,""
"Lake Hancock","2013",2013-07-22,74,"1",19,66,3,1,0,0,1,30,9,""
"Lake Hancock","2013",2013-07-22,74,"14",19,66,1,0,0,0,0,30,9,""
"Lake Hancock","2013",2013-07-22,74,"6",19,66,5,2,0,0,2,30,9,""
"Lake Hancock","2013",2013-07-22,74,"11",19,66,11,0,0,0,0,30,9,""
"Lake Hancock","2013",2013-07-22,74,"15",19,66,3,0,0,0,0,30,9,""
"Lake Hancock","2013",2013-07-22,74,"17",19,66,1,0,0,0,0,30,9,""
"Lake Hancock","2013",2013-07-22,74,"16",19,66,0,0,0,1,1,30,9,""
"Lake Hancock","2013",2013-07-22,74,"2",19,66,4,0,0,0,0,30,9,""
"Lake Hancock","2013",2013-07-22,74,"18",19,66,2,0,0,0,0,30,9,""
"Lake Hancock","2013",2013-07-22,74,"19",19,66,4,0,0,0,0,30,9,""
"Lake Hancock","2013",2013-07-22,74,"3",19,66,8,1,0,0,1,30,9,""
"Lake Hancock","2013",2013-07-30,30,"5",20,48,5,1,1,0,2,31,10,""
"Lake Hancock","2013",2013-07-30,30,"6",20,48,5,2,0,0,2,31,10,""
"Lake Hancock","2013",2013-07-30,30,"16",20,48,0,1,1,0,2,31,10,""
"Lake Hancock","2013",2013-07-30,30,"14",20,48,0,1,0,0,1,31,10,""
"Lake Hancock","2013",2013-07-30,30,"12",20,48,6,0,0,0,0,31,10,""
"Lake Hancock","2013",2013-07-30,30,"3",20,48,4,1,0,0,1,31,10,""
"Lake Hancock","2013",2013-07-30,30,"8",20,48,4,1,0,0,1,31,10,""
"Lake Hancock","2013",2013-07-30,30,"19",20,48,0,1,0,0,1,31,10,""
"Lake Hancock","2013",2013-07-30,30,"18",20,48,3,0,0,0,0,31,10,""
"Lake Hancock","2013",2013-07-30,30,"7",20,48,7,2,1,0,3,31,10,""
"Lake Hancock","2013",2013-07-30,30,"10",20,48,0,0,1,0,1,31,10,""
"Lake Hancock","2013",2013-07-30,30,"1",20,48,3,1,0,0,1,31,10,""
"Lake Hancock","2013",2013-07-30,30,"20",20,48,5,0,0,0,0,31,10,""
"Lake Hancock","2013",2013-07-30,30,"2",20,48,3,1,0,0,1,31,10,""
"Lake Hancock","2013",2013-07-30,30,"13",20,48,3,0,0,0,0,31,10,""
"Lake Hancock","2013",2013-08-06,64,"5",21,47,3,2,1,0,3,32,11,""
"Lake Hancock","2013",2013-08-06,64,"8",21,47,5,1,0,0,1,32,11,""
"Lake Hancock","2013",2013-08-06,64,"19",21,47,3,0,0,0,0,32,11,""
"Lake Hancock","2013",2013-08-06,64,"6",21,47,5,0,0,0,0,32,11,""
"Lake Hancock","2013",2013-08-06,64,"3",21,47,7,0,1,0,1,32,11,""
"Lake Hancock","2013",2013-08-06,64,"9",21,47,1,0,0,0,0,32,11,""
"Lake Hancock","2013",2013-08-06,64,"2",21,47,1,0,0,0,0,32,11,""
"Lake Hancock","2013",2013-08-06,64,"21",21,47,1,0,0,0,0,32,11,""
"Lake Hancock","2013",2013-08-06,64,"7",21,47,7,0,0,0,0,32,11,""
"Lake Hancock","2013",2013-08-06,64,"4",21,47,1,0,0,0,0,32,11,""
"Lake Hancock","2013",2013-08-06,64,"16",21,47,0,0,1,0,1,32,11,""
"Lake Hancock","2013",2013-08-06,64,"1",21,47,1,0,0,0,0,32,11,""
"Lake Hancock","2013",2013-08-06,64,"11",21,47,2,0,0,0,0,32,11,""
"Lake Hancock","2013",2013-08-06,64,"20",21,47,1,0,0,0,0,32,11,""
"Lake Hancock","2013",2013-08-06,64,"12",21,47,6,0,1,0,1,32,11,""
"Lake Hancock","2013",2013-08-06,64,"18",21,47,2,0,0,0,0,32,11,""
"Lake Hancock","2013",2013-08-06,64,"17",21,47,1,0,0,0,0,32,11,""
"Lake Hancock","2013",2013-08-16,22,"9",23,1,0,2,2,0,4,33,12,""
"Lake Hancock","2013",2013-08-16,22,"10",23,1,0,1,0,0,1,33,12,""
"Lake Hancock","2013",2013-08-16,22,"16",23,1,0,0,1,0,1,33,12,""
"Lake Hancock","2013",2013-08-16,22,"5",23,1,1,1,0,0,1,33,12,""
"Lake Hancock","2013",2013-08-16,22,"8",23,1,0,2,0,0,2,33,12,""
"Lake Hancock","2013",2013-08-16,22,"7",23,1,0,2,0,0,2,33,12,""
"Lake Hancock","2013",2013-08-16,22,"22",23,1,0,1,0,0,1,33,12,""
"Lake Hancock","2013",2013-08-16,22,"23",23,1,1,0,0,0,0,33,12,""
"Lake Hancock","2013",2013-08-22,61,"12",23,1,0,1,2,0,3,34,13,""
"Lake Hancock","2013",2013-08-22,61,"13",23,1,1,0,0,0,0,34,13,""
"Lake Hancock","2013",2013-08-22,61,"23",23,1,0,0,1,0,1,34,13,""
"Lake Hancock","2013",2013-08-22,61,"8",23,1,0,1,0,0,1,34,13,""
"Lake Hancock","2013",2013-08-22,61,"7",23,1,0,1,0,0,1,34,13,""
"Lake Hancock","2013",2013-08-22,61,"5",23,1,0,1,0,0,1,34,13,""
"Lake Hancock","2013",2013-08-28,9,"11",23,0,0,1,2,0,3,35,14,""
"Lake Hancock","2013",2013-08-28,9,"8",23,0,0,2,1,1,4,35,14,""
"Lake Hancock","2013",2013-08-28,9,"22",23,0,0,2,0,0,2,35,14,""
"Lake Hancock","2013",2013-08-28,9,"23",23,0,0,2,1,0,3,35,14,""
"Lake Hancock","2013",2013-09-04,2,"8",23,0,0,1,0,0,1,36,15,""
"Lake Hancock North","2015",2015-06-20,47,NA,5,16,NA,NA,NA,NA,NA,25,4,""
"Lake Hancock North","2015",2015-06-27,43,NA,2,4,NA,NA,NA,NA,NA,26,5,""
"Lake Hancock North","2015",2015-07-04,58,NA,10,5,NA,NA,NA,NA,NA,27,6,""
"Lake Hancock North","2015",2015-07-11,48,NA,5,9,NA,NA,NA,NA,NA,28,7,""
"Lake Hancock North","2015",2015-07-18,49,NA,2,4,NA,NA,NA,NA,NA,29,8,""
"Lake Hancock North","2015",2015-07-25,53,NA,5,14,NA,NA,NA,NA,NA,30,9,""
"Lake Hancock North","2015",2015-08-01,56,NA,14,70,NA,NA,NA,NA,NA,31,10,""
"Lake Hancock North","2015",2015-08-08,53,NA,2,6,NA,NA,NA,NA,NA,32,11,""
"Lake Hancock North","2015",2015-08-15,65,NA,0,0,NA,NA,NA,NA,NA,33,12,""
"Lake Hancock North","2016",2016-06-07,53,NA,6,11,NA,NA,NA,NA,NA,23,2,""
"Lake Hancock North","2016",2016-06-16,62,NA,2,3,NA,NA,NA,NA,NA,24,3,""
"Lake Hancock North","2016",2016-06-21,43,NA,10,31,NA,NA,NA,NA,NA,25,4,""
"Lake Hancock North","2016",2016-06-28,51,NA,5,9,NA,NA,NA,NA,NA,26,5,""
"Lake Hancock North","2016",2016-07-05,60,NA,8,31,NA,NA,NA,NA,NA,27,6,""
"Lake Hancock North","2016",2016-07-12,67,NA,11,14,NA,NA,NA,NA,NA,28,7,""
"Lake Hancock North","2016",2016-07-19,53,NA,12,23,NA,NA,NA,NA,NA,29,8,""
"Lake Hancock North","2016",2016-07-26,85,NA,11,16,NA,NA,NA,NA,NA,30,9,""
"Lake Hancock North","2016",2016-08-02,68,NA,8,17,NA,NA,NA,NA,NA,31,10,""
"Lake Hancock North","2016",2016-08-08,65,NA,10,20,NA,NA,NA,NA,NA,32,11,""
"Lake Hancock North","2016",2016-08-16,2,NA,0,0,NA,NA,NA,NA,NA,33,12,""
"Lake Hancock North","2016",2016-08-19,22,NA,0,0,NA,NA,NA,NA,NA,33,12,""
"Lake Hancock North","2016",2016-08-22,66,NA,0,0,NA,NA,NA,NA,NA,34,13,""
"Lake Hancock North","2016",2016-08-26,0,NA,0,0,NA,NA,NA,NA,NA,34,13,""
"Lake Hancock North","2016",2016-09-01,0,NA,0,0,NA,NA,NA,NA,NA,35,14,""
"Lake Hancock North","2017",2017-06-17,60,NA,0,0,NA,NA,NA,NA,NA,24,3,""
"Lake Hancock North","2017",2017-06-22,73,NA,4,5,NA,NA,NA,NA,NA,25,4,""
"Lake Hancock North","2017",2017-07-01,83,NA,0,0,NA,NA,NA,NA,NA,26,5,""
"Lake Hancock North","2017",2017-07-06,67,NA,2,4,NA,NA,NA,NA,NA,27,6,""
"Lake Hancock North","2017",2017-07-11,78,NA,5,9,NA,NA,NA,NA,NA,28,7,""
"Lake Hancock North","2017",2017-07-21,66,NA,9,17,NA,NA,NA,NA,NA,29,8,""
"Lake Hancock North","2017",2017-07-24,62,NA,7,15,NA,NA,NA,NA,NA,30,9,""
"Lake Hancock North","2017",2017-08-01,65,NA,6,11,NA,NA,NA,NA,NA,31,10,""
"Lake Hancock North","2017",2017-08-07,58,NA,5,10,NA,NA,NA,NA,NA,32,11,""
"Lake Hancock North","2017",2017-08-19,22,NA,0,0,NA,NA,NA,NA,NA,33,12,""
"Langley Maina","2016",2016-06-08,2,NA,2,2,NA,NA,NA,NA,NA,23,2,""
"Langley Maina","2016",2016-06-15,5,NA,1,1,NA,NA,NA,NA,NA,24,3,""
"Langley Maina","2016",2016-06-22,0,NA,0,0,NA,NA,NA,NA,NA,25,4,""
"Langley Maina","2016",2016-06-29,1,NA,0,0,NA,NA,NA,NA,NA,26,5,""
"Langley Maina","2016",2016-07-06,0,NA,0,0,NA,NA,NA,NA,NA,27,6,""
"Langley Maina","2016",2016-07-11,3,NA,2,3,NA,NA,NA,NA,NA,28,7,""
"Langley Maina","2016",2016-07-14,1,NA,1,1,NA,NA,NA,NA,NA,28,7,""
"Langley Maina","2016",2016-07-18,5,NA,1,2,NA,NA,NA,NA,NA,29,8,""
"Langley Maina","2016",2016-07-19,2,NA,1,3,NA,NA,NA,NA,NA,29,8,""
"Langley Maina","2016",2016-07-27,2,NA,1,2,NA,NA,NA,NA,NA,30,9,""
"Langley Maina","2016",2016-08-04,3,NA,0,0,NA,NA,NA,NA,NA,31,10,""
"Langley Maina","2016",2016-08-10,2,NA,1,1,NA,NA,NA,NA,NA,32,11,""
"Langley Maina","2016",2016-08-17,5,NA,0,0,NA,NA,NA,NA,NA,33,12,""
"Langley Maina","2016",2016-08-24,5,NA,0,0,NA,NA,NA,NA,NA,34,13,""
"Langley Maina","2017",2017-06-13,2,NA,0,0,NA,NA,NA,NA,NA,24,3,""
"Langley Maina","2017",2017-06-19,7,NA,0,0,NA,NA,NA,NA,NA,25,4,""
"Langley Maina","2017",2017-06-27,7,NA,0,0,NA,NA,NA,NA,NA,26,5,""
"Langley Maina","2017",2017-07-04,5,NA,1,2,NA,NA,NA,NA,NA,27,6,""
"Langley Maina","2017",2017-07-11,3,NA,2,1,NA,NA,NA,NA,NA,28,7,""
"Langley Maina","2017",2017-07-18,5,NA,1,2,NA,NA,NA,NA,NA,29,8,""
"Langley Maina","2017",2017-07-25,10,NA,0,0,NA,NA,NA,NA,NA,30,9,""
"Langley Maina","2017",2017-07-31,6,NA,1,2,NA,NA,NA,NA,NA,31,10,""
"Langley Maina","2017",2017-08-08,7,NA,2,2,NA,NA,NA,NA,NA,32,11,""
"Langley Maina","2017",2017-08-16,3,NA,0,0,NA,NA,NA,NA,NA,33,12,""
"Langley Maina","2017",2017-08-21,2,NA,0,0,NA,NA,NA,NA,NA,34,13,""
"Ledgewood","2008",2008-06-11,28,NA,10,0,NA,NA,NA,NA,NA,24,3,""
"Ledgewood","2008",2008-06-27,18,"1",1,0,1,1,0,0,1,26,5,""
"Ledgewood","2008",2008-07-03,22,"7",4,0,1,0,0,0,0,27,6,""
"Ledgewood","2008",2008-07-03,22,"4",4,0,1,0,0,0,0,27,6,""
"Ledgewood","2008",2008-07-03,22,"6",4,0,1,0,0,0,0,27,6,""
"Ledgewood","2008",2008-07-11,NA,"2",NA,NA,2,0,0,0,0,28,7,""
"Ledgewood","2008",2008-07-11,NA,"3",NA,NA,4,0,1,1,2,28,7,""
"Ledgewood","2008",2008-07-11,NA,"4",NA,NA,2,0,0,0,0,28,7,""
"Ledgewood","2008",2008-07-11,NA,"5",NA,NA,2,0,0,0,0,28,7,""
"Ledgewood","2008",2008-07-11,NA,"6",NA,NA,3,1,0,0,1,28,7,""
"Ledgewood","2008",2008-07-11,NA,"7",NA,NA,4,0,0,0,0,28,7,""
"Ledgewood","2008",2008-07-11,NA,"8",NA,NA,2,0,1,0,1,28,7,""
"Ledgewood","2008",2008-07-11,NA,"9",NA,NA,6,1,0,0,1,28,7,""
"Ledgewood","2008",2008-07-11,NA,"10",NA,NA,1,0,0,0,0,28,7,""
"Ledgewood","2008",2008-07-11,NA,"11",NA,NA,2,0,0,0,0,28,7,""
"Ledgewood","2008",2008-07-15,23,"2",10,0,1,0,1,0,1,29,8,""
"Ledgewood","2008",2008-07-15,23,"7",10,0,2,1,1,0,2,29,8,""
"Ledgewood","2008",2008-07-15,23,"1",10,0,1,0,1,0,1,29,8,""
"Ledgewood","2008",2008-07-15,23,"10",10,0,2,0,1,1,2,29,8,""
"Ledgewood","2008",2008-07-15,23,"9",10,0,1,1,0,0,1,29,8,""
"Ledgewood","2008",2008-07-15,23,"4",10,0,2,2,0,0,2,29,8,""
"Ledgewood","2008",2008-07-15,23,"8",10,0,2,0,0,0,0,29,8,""
"Ledgewood","2008",2008-07-25,30,"2",12,0,1,0,1,1,2,30,9,""
"Ledgewood","2008",2008-07-25,30,"4",12,0,6,1,0,0,1,30,9,""
"Ledgewood","2008",2008-07-25,30,"3",12,0,3,1,0,1,2,30,9,""
"Ledgewood","2008",2008-07-25,30,"12",12,0,2,0,0,0,0,30,9,""
"Ledgewood","2008",2008-07-25,30,"9",12,0,2,4,0,0,4,30,9,""
"Ledgewood","2008",2008-07-25,30,"7",12,0,1,1,0,0,1,30,9,""
"Ledgewood","2008",2008-07-25,30,"1",12,0,1,1,0,0,1,30,9,""
"Ledgewood","2008",2008-07-25,30,"8",12,0,3,3,0,0,3,30,9,""
"Ledgewood","2008",2008-07-25,30,"11",12,0,2,0,0,0,0,30,9,""
"Ledgewood","2008",2008-07-25,30,"10",12,0,3,1,0,0,1,30,9,""
"Ledgewood","2008",2008-07-30,29,"3",12,0,2,1,1,0,2,31,10,""
"Ledgewood","2008",2008-07-30,29,"2",12,0,2,1,0,0,1,31,10,""
"Ledgewood","2008",2008-07-30,29,"4",12,0,6,1,0,0,1,31,10,""
"Ledgewood","2008",2008-08-02,25,"5",12,0,5,0,0,0,0,31,10,""
"Ledgewood","2008",2008-08-02,25,"10",12,0,3,1,0,0,1,31,10,""
"Ledgewood","2008",2008-08-02,25,"4",12,0,4,0,0,0,0,31,10,""
"Ledgewood","2008",2008-08-02,25,"1",12,0,2,0,0,0,0,31,10,""
"Ledgewood","2008",2008-08-02,25,"9",12,0,4,0,0,0,0,31,10,""
"Ledgewood","2008",2008-08-02,25,"7",12,0,1,1,0,0,1,31,10,""
"Ledgewood","2008",2008-08-02,25,"3",12,0,3,0,0,0,0,31,10,""
"Ledgewood","2008",2008-08-02,25,"11",12,0,2,0,0,0,0,31,10,""
"Ledgewood","2008",2008-08-02,25,"12",12,0,1,0,0,0,0,31,10,""
"Ledgewood","2008",2008-08-02,25,"8",12,0,2,0,0,0,0,31,10,""
"Ledgewood","2008",2008-08-02,25,"13",12,0,2,0,0,2,2,31,10,""
"Ledgewood","2008",2008-08-02,25,"2",12,0,3,0,0,0,0,31,10,""
"Ledgewood","2008",2008-08-09,27,"5",13,0,2,0,0,0,0,32,11,""
"Ledgewood","2008",2008-08-09,27,"4",13,0,5,2,0,0,2,32,11,""
"Ledgewood","2008",2008-08-09,27,"9",13,0,3,3,0,0,3,32,11,""
"Ledgewood","2008",2008-08-09,27,"8",13,0,1,1,0,0,1,32,11,""
"Ledgewood","2008",2008-08-09,27,"13",13,0,1,1,0,0,1,32,11,""
"Ledgewood","2008",2008-08-09,27,"7",13,0,3,2,0,0,2,32,11,""
"Ledgewood","2008",2008-08-09,27,"3",13,0,3,1,0,0,1,32,11,""
"Ledgewood","2008",2008-08-09,27,"10",13,0,1,1,0,0,1,32,11,""
"Ledgewood","2008",2008-08-09,27,"12",13,0,1,1,0,0,1,32,11,""
"Ledgewood","2008",2008-08-09,27,"2",13,0,2,1,0,0,1,32,11,""
"Ledgewood","2008",2008-08-14,28,"9",13,0,1,0,1,0,1,33,12,""
"Ledgewood","2008",2008-08-14,28,"14",13,0,1,1,0,0,1,33,12,""
"Ledgewood","2009",2009-07-01,26,"1",3,0,1,1,0,0,1,27,6,""
"Ledgewood","2009",2009-07-01,26,"4",3,0,1,0,1,0,1,27,6,""
"Ledgewood","2009",2009-07-01,26,"3",3,0,1,1,0,0,1,27,6,""
"Ledgewood","2009",2009-07-07,25,"7",12,0,1,0,0,0,0,28,7,""
"Ledgewood","2009",2009-07-07,25,"2",12,0,4,0,0,0,0,28,7,""
"Ledgewood","2009",2009-07-07,25,"13",12,0,1,1,0,0,1,28,7,""
"Ledgewood","2009",2009-07-07,25,"3",12,0,5,1,0,0,1,28,7,""
"Ledgewood","2009",2009-07-07,25,"8",12,0,1,0,0,0,0,28,7,""
"Ledgewood","2009",2009-07-07,25,"9",12,0,2,0,0,0,0,28,7,""
"Ledgewood","2009",2009-07-07,25,"1",12,0,5,1,0,0,1,28,7,""
"Ledgewood","2009",2009-07-07,25,"10",12,0,7,0,2,0,2,28,7,""
"Ledgewood","2009",2009-07-07,25,"4",12,0,4,0,0,0,0,28,7,""
"Ledgewood","2009",2009-07-07,25,"14",12,0,3,0,0,0,0,28,7,""
"Ledgewood","2009",2009-07-07,25,"12",12,0,3,1,0,0,1,28,7,""
"Ledgewood","2009",2009-07-07,25,"5",12,0,2,0,0,0,0,28,7,""
"Ledgewood","2009",2009-07-17,39,"3",12,0,2,0,2,0,2,29,8,""
"Ledgewood","2009",2009-07-17,39,"10",12,0,2,1,0,0,1,29,8,""
"Ledgewood","2009",2009-07-17,39,"2",12,0,1,0,0,1,1,29,8,""
"Ledgewood","2009",2009-07-17,39,"12",12,0,4,2,1,0,3,29,8,""
"Ledgewood","2009",2009-07-17,39,"1",12,0,4,4,0,0,4,29,8,""
"Ledgewood","2009",2009-07-23,38,"4",12,0,4,1,0,0,1,30,9,""
"Ledgewood","2009",2009-07-23,38,"2",12,0,3,0,0,0,0,30,9,""
"Ledgewood","2009",2009-07-23,38,"3",12,0,2,0,0,0,0,30,9,""
"Ledgewood","2009",2009-07-23,38,"13",12,0,3,1,0,0,1,30,9,""
"Ledgewood","2009",2009-07-23,38,"1",12,0,5,1,0,0,1,30,9,""
"Ledgewood","2009",2009-07-29,36,"2",12,0,5,0,0,0,0,31,10,""
"Ledgewood","2009",2009-07-29,36,"1",12,0,6,1,1,0,2,31,10,""
"Ledgewood","2009",2009-07-29,36,"12",12,0,5,2,0,0,2,31,10,""
"Ledgewood","2009",2009-07-29,36,"7",12,0,5,3,0,0,3,31,10,""
"Ledgewood","2009",2009-07-29,36,"3",12,0,3,0,0,0,0,31,10,""
"Ledgewood","2009",2009-07-29,36,"15",12,0,1,1,0,0,1,31,10,""
"Ledgewood","2009",2009-07-29,36,"4",12,0,5,0,0,0,0,31,10,""
"Ledgewood","2009",2009-08-08,36,"15",12,0,0,1,0,0,1,32,11,""
"Ledgewood","2009",2009-08-08,36,"2",12,0,1,1,0,0,1,32,11,""
"Ledgewood","2009",2009-08-11,26,"15",12,0,1,1,0,0,1,33,12,""
"Ledgewood","2009",2009-08-11,26,"7",12,0,1,1,0,0,1,33,12,""
"Ledgewood","2009",2009-08-11,26,"2",12,0,1,0,1,0,1,33,12,""
"Ledgewood","2009",2009-08-18,20,"15",12,0,1,1,0,0,1,34,13,""
"Ledgewood","2009",2009-08-26,5,"15",12,0,2,2,0,0,2,35,14,""
"Ledgewood","2009",2009-09-01,4,NA,12,0,NA,NA,NA,NA,NA,36,15,""
"Ledgewood","2010",2010-06-29,37,"4",3,0,0,0,1,0,1,26,5,""
"Ledgewood","2010",2010-06-29,37,"1",3,0,0,0,1,0,1,26,5,""
"Ledgewood","2010",2010-06-29,37,"12",3,0,0,2,0,0,2,26,5,""
"Ledgewood","2010",2010-07-09,33,"12",2,1,0,2,0,0,2,27,6,""
"Ledgewood","2010",2010-07-09,33,"1",2,1,0,0,1,0,1,27,6,""
"Ledgewood","2010",2010-07-09,33,"8",2,1,0,1,0,0,1,27,6,""
"Ledgewood","2010",2010-07-09,33,"4",2,1,0,1,1,0,2,27,6,""
"Ledgewood","2010",2010-07-09,31,"12",4,0,0,2,0,0,2,27,6,""
"Ledgewood","2010",2010-07-09,31,"1",4,0,0,0,1,0,1,27,6,""
"Ledgewood","2010",2010-07-09,31,"8",4,0,0,1,0,0,1,27,6,""
"Ledgewood","2010",2010-07-09,31,"4",4,0,0,1,1,0,2,27,6,""
"Ledgewood","2010",2010-07-13,29,"4",4,1,0,1,1,1,3,28,7,""
"Ledgewood","2010",2010-07-13,29,"1",4,1,0,0,2,0,2,28,7,""
"Ledgewood","2010",2010-07-13,29,"8",4,1,1,0,0,0,0,28,7,""
"Ledgewood","2010",2010-07-19,36,"13",5,1,0,1,0,0,1,29,8,""
"Ledgewood","2010",2010-07-19,36,"8",5,1,1,1,0,0,1,29,8,""
"Ledgewood","2010",2010-07-19,36,"12",5,1,0,1,0,0,1,29,8,""
"Ledgewood","2010",2010-07-26,41,"12",5,0,0,1,0,2,3,30,9,""
"Ledgewood","2010",2010-07-26,41,"1",5,0,0,2,1,0,3,30,9,""
"Ledgewood","2010",2010-07-26,41,"13",5,0,0,2,0,0,2,30,9,""
"Ledgewood","2010",2010-07-26,41,"4",5,0,0,2,0,1,3,30,9,""
"Ledgewood","2010",2010-08-05,33,"4",5,0,0,1,1,0,2,31,10,""
"Ledgewood","2010",2010-08-11,5,"13",5,0,0,2,0,0,2,32,11,""
"Ledgewood","2010",2010-08-18,10,NA,5,0,NA,NA,NA,NA,NA,33,12,""
"Ledgewood","2011",2011-06-23,38,"1",1,1,2,1,0,0,1,25,4,""
"Ledgewood","2011",2011-07-01,40,"1",2,5,1,0,1,0,1,26,5,""
"Ledgewood","2011",2011-07-01,40,"12",2,5,4,4,0,0,4,26,5,""
"Ledgewood","2011",2011-07-09,NA,"12",NA,NA,1,1,0,0,1,27,6,""
"Ledgewood","2011",2011-07-14,30,"12",2,4,3,3,0,0,3,28,7,""
"Ledgewood","2011",2011-07-14,30,"1",2,4,1,1,0,0,1,28,7,""
"Ledgewood","2011",2011-07-20,38,"12",2,2,1,0,0,1,1,29,8,""
"Ledgewood","2011",2011-07-20,38,"1",2,2,2,1,0,0,1,29,8,""
"Ledgewood","2011",2011-07-28,20,NA,2,0,NA,NA,NA,NA,NA,30,9,""
"Ledgewood","2011",2011-08-06,33,NA,2,0,NA,NA,NA,NA,NA,31,10,""
"Ledgewood","2011",2011-08-11,46,NA,0,0,NA,NA,NA,NA,NA,32,11,""
"Ledgewood","2012",2012-06-29,17,"1",3,3,2,1,1,0,2,26,5,""
"Ledgewood","2012",2012-06-29,17,"13",3,3,0,1,0,0,1,26,5,""
"Ledgewood","2012",2012-06-29,17,"2",3,3,1,0,0,0,0,26,5,""
"Ledgewood","2012",2012-07-04,35,"8",6,14,1,0,0,0,0,27,6,""
"Ledgewood","2012",2012-07-04,35,"12",6,14,3,2,0,1,3,27,6,""
"Ledgewood","2012",2012-07-04,35,"7",6,14,4,0,0,0,0,27,6,""
"Ledgewood","2012",2012-07-04,35,"1",6,14,1,0,0,0,0,27,6,""
"Ledgewood","2012",2012-07-04,35,"14",6,14,5,0,0,0,0,27,6,""
"Ledgewood","2012",2012-07-13,41,"8",7,6,1,0,0,0,0,28,7,""
"Ledgewood","2012",2012-07-13,41,"9b",7,6,1,0,0,0,0,28,7,""
"Ledgewood","2012",2012-07-13,41,"12",7,6,0,1,0,0,1,28,7,""
"Ledgewood","2012",2012-07-13,41,"7",7,6,3,0,0,0,0,28,7,""
"Ledgewood","2012",2012-07-13,41,"1",7,6,0,1,0,0,1,28,7,""
"Ledgewood","2012",2012-07-13,41,"10",7,6,1,0,0,0,0,28,7,""
"Ledgewood","2012",2012-07-17,42,"7",9,20,4,0,0,0,0,29,8,""
"Ledgewood","2012",2012-07-17,42,"9",9,20,1,0,0,0,0,29,8,""
"Ledgewood","2012",2012-07-17,42,"1",9,20,2,0,0,2,2,29,8,""
"Ledgewood","2012",2012-07-17,42,"14",9,20,8,0,0,0,0,29,8,""
"Ledgewood","2012",2012-07-17,42,"8",9,20,1,0,0,0,0,29,8,""
"Ledgewood","2012",2012-07-17,42,"10",9,20,1,0,0,0,0,29,8,""
"Ledgewood","2012",2012-07-17,42,"15",9,20,3,0,0,0,0,29,8,""
"Ledgewood","2012",2012-07-26,41,"1",9,1,1,0,0,0,0,30,9,""
"Ledgewood","2012",2012-07-26,41,"9b",9,1,0,1,0,0,1,30,9,""
"Ledgewood","2012",2012-07-30,41,"8",9,1,0,2,0,0,2,31,10,""
"Ledgewood","2012",2012-07-30,41,"9",9,1,1,2,0,0,2,31,10,""
"Ledgewood","2012",2012-07-30,41,"15",9,1,0,3,0,1,4,31,10,""
"Ledgewood","2012",2012-08-11,29,"12",9,3,1,0,0,0,0,32,11,""
"Ledgewood","2012",2012-08-11,29,"8",9,3,2,0,0,1,1,32,11,""
"Ledgewood","2012",2012-08-11,29,"15",9,3,0,1,0,0,1,32,11,""
"Ledgewood","2012",2012-08-17,39,NA,9,0,NA,NA,NA,NA,NA,33,12,""
"Ledgewood","2012",2012-08-22,21,NA,9,0,NA,NA,NA,NA,NA,34,13,""
"Ledgewood","2012",2012-09-01,16,NA,9,0,NA,NA,NA,NA,NA,35,14,""
"Ledgewood","2012",2012-09-07,5,NA,9,0,NA,NA,NA,NA,NA,36,15,""
"Ledgewood","2012",2012-09-16,0,NA,9,0,NA,NA,NA,NA,NA,37,16,""
"Ledgewood","2013",2013-06-26,29,"2",8,15,1,0,0,0,0,26,5,""
"Ledgewood","2013",2013-06-26,29,"8",8,15,1,0,0,0,0,26,5,""
"Ledgewood","2013",2013-06-26,29,"5",8,15,4,0,0,0,0,26,5,""
"Ledgewood","2013",2013-06-26,29,"3",8,15,1,0,0,0,0,26,5,""
"Ledgewood","2013",2013-06-26,29,"8",8,15,2,0,0,0,0,26,5,""
"Ledgewood","2013",2013-06-26,29,"4",8,15,2,0,0,0,0,26,5,""
"Ledgewood","2013",2013-06-26,29,"6",8,15,3,0,0,0,0,26,5,""
"Ledgewood","2013",2013-06-26,29,"1",8,15,1,0,0,0,0,26,5,""
"Ledgewood","2013",2013-07-03,26,"10",10,1,0,0,1,0,1,27,6,""
"Ledgewood","2013",2013-07-03,26,"7",10,1,1,0,0,0,0,27,6,""
"Ledgewood","2013",2013-07-09,35,"5",11,6,2,0,0,0,0,28,7,""
"Ledgewood","2013",2013-07-09,35,"12",11,6,0,1,0,0,1,28,7,""
"Ledgewood","2013",2013-07-09,35,"8",11,6,2,0,0,0,0,28,7,""
"Ledgewood","2013",2013-07-09,35,"3",11,6,1,0,0,0,0,28,7,""
"Ledgewood","2013",2013-07-09,35,"7",11,6,1,0,0,0,0,28,7,""
"Ledgewood","2013",2013-07-15,38,"8",11,1,1,2,1,0,3,29,8,""
